255	255	255
253	254	255
251	253	254
249	252	254
246	251	254
244	251	254
242	250	253
240	249	253
238	248	253
236	247	253
234	246	252
231	245	252
229	244	252
227	244	252
225	243	251
223	242	251
221	241	251
219	240	251
216	239	250
214	238	250
212	237	250
210	236	250
208	236	249
206	235	249
204	234	249
201	233	249
199	232	248
197	231	248
195	230	248
193	229	248
191	229	247
189	228	247
186	227	247
184	226	247
182	225	246
180	224	246
178	223	246
176	222	246
174	221	245
171	221	245
169	220	245
167	219	245
165	218	244
163	217	244
161	216	244
159	215	244
156	214	243
154	214	243
152	213	243
150	212	243
148	211	242
146	210	242
144	209	242
141	208	242
139	207	241
137	206	241
135	206	241
133	205	241
131	204	240
129	203	240
126	202	240
124	201	240
122	200	239
120	199	239
118	199	239
116	198	239
114	197	238
111	196	238
109	195	238
107	194	238
105	193	237
103	192	237
101	191	237
99	191	237
96	190	236
94	189	236
92	188	236
90	187	236
88	186	235
86	185	235
84	184	235
81	184	235
79	183	234
77	182	234
75	181	234
73	180	234
71	179	233
69	178	233
66	177	233
64	176	233
62	176	232
60	175	232
58	174	232
56	173	232
54	172	231
51	171	231
49	170	231
47	169	231
45	169	230
43	168	230
41	167	230
39	166	230
36	165	229
34	164	229
32	163	229
30	162	229
28	161	228
26	161	228
24	160	228
21	159	228
19	158	227
17	157	227
15	156	227
13	155	227
11	154	226
9	154	226
6	153	226
4	152	226
2	151	225
0	150	225
