0	125	255
4	127	253
9	129	251
13	131	250
17	133	248
22	135	246
26	137	244
30	139	243
35	141	241
39	143	239
43	144	237
48	146	235
52	148	234
56	150	232
61	152	230
65	154	228
69	156	227
73	158	225
78	160	223
82	162	221
86	164	219
91	166	218
95	168	216
99	170	214
104	172	212
108	174	211
112	176	209
117	178	207
121	180	205
125	182	203
130	183	202
134	185	200
138	187	198
143	189	196
147	191	194
151	193	193
156	195	191
160	197	189
164	199	187
169	201	186
173	203	184
177	205	182
182	207	180
186	209	178
190	211	177
194	213	175
199	215	173
203	217	171
207	219	170
212	221	168
216	222	166
220	224	164
225	226	162
229	228	161
233	230	159
238	232	157
242	234	155
246	236	154
251	238	152
255	240	150
254	237	147
253	233	145
252	230	142
251	227	140
250	223	137
248	220	135
247	217	132
246	213	130
245	210	127
244	206	125
243	203	122
242	200	119
241	196	117
240	193	114
239	190	112
238	186	109
237	183	107
235	180	104
234	176	102
233	173	99
232	170	97
231	166	94
230	163	92
229	159	89
228	156	86
227	153	84
226	149	81
225	146	79
224	143	76
222	139	74
221	136	71
220	133	69
219	129	66
218	126	64
217	123	61
216	119	58
215	116	56
214	112	53
213	109	51
212	106	48
211	102	46
209	99	43
208	96	41
207	92	38
206	89	36
205	86	33
204	82	31
203	79	28
202	76	25
201	72	23
200	69	20
199	65	18
198	62	15
196	59	13
195	55	10
194	52	8
193	49	5
192	45	3
191	42	0
