255	255	0
255	253	0
255	251	0
255	249	0
255	247	0
255	245	0
255	243	0
255	240	0
255	238	0
255	236	0
255	234	0
255	232	0
255	230	0
255	228	0
255	225	0
255	223	0
255	221	0
255	219	0
255	217	0
255	215	0
255	213	0
255	210	0
255	208	0
255	206	0
255	204	0
255	202	0
255	200	0
255	198	0
255	195	0
255	193	0
255	191	0
255	189	0
255	187	0
255	185	0
255	183	0
255	180	0
255	178	0
255	176	0
255	174	0
255	172	0
255	170	0
255	168	0
255	165	0
255	163	0
255	161	0
255	159	0
255	157	0
255	155	0
255	153	0
255	150	0
255	148	0
255	146	0
255	144	0
255	142	0
255	140	0
255	138	0
255	135	0
255	133	0
255	131	0
255	129	0
255	127	0
255	125	0
255	123	0
255	120	0
255	118	0
255	116	0
255	114	0
255	112	0
255	110	0
255	108	0
255	105	0
255	103	0
255	101	0
255	99	0
255	97	0
255	95	0
255	93	0
255	90	0
255	88	0
255	86	0
255	84	0
255	82	0
255	80	0
255	78	0
255	75	0
255	73	0
255	71	0
255	69	0
255	67	0
255	65	0
255	63	0
255	60	0
255	58	0
255	56	0
255	54	0
255	52	0
255	50	0
255	48	0
255	45	0
255	43	0
255	41	0
255	39	0
255	37	0
255	35	0
255	33	0
255	30	0
255	28	0
255	26	0
255	24	0
255	22	0
255	20	0
255	18	0
255	15	0
255	13	0
255	11	0
255	9	0
255	7	0
255	5	0
255	3	0
255	0	0
