255	255	255
253	254	253
251	254	251
250	253	250
248	252	248
246	252	246
244	251	244
242	251	242
241	250	241
239	249	239
237	249	237
235	248	235
233	247	233
232	247	232
230	246	230
228	246	228
226	245	226
224	244	224
222	244	222
221	243	221
219	242	219
217	242	217
215	241	215
213	241	213
212	240	212
210	239	210
208	239	208
206	238	206
204	237	204
203	237	203
201	236	201
199	235	199
197	235	197
195	234	195
194	234	194
192	233	192
190	232	190
188	232	188
186	231	186
185	230	185
183	230	183
181	229	181
179	229	179
177	228	177
176	227	176
174	227	174
172	226	172
170	225	170
168	225	168
166	224	166
165	223	165
163	223	163
161	222	161
159	222	159
157	221	157
156	220	156
154	220	154
152	219	152
150	218	150
148	218	148
147	217	147
145	217	145
143	216	143
141	215	141
139	215	139
138	214	138
136	213	136
134	213	134
132	212	132
130	212	130
129	211	129
127	210	127
125	210	125
123	209	123
121	208	121
119	208	119
118	207	118
116	206	116
114	206	114
112	205	112
110	205	110
109	204	109
107	203	107
105	203	105
103	202	103
101	201	101
100	201	100
98	200	98
96	200	96
94	199	94
92	198	92
91	198	91
89	197	89
87	196	87
85	196	85
83	195	83
82	194	82
80	194	80
78	193	78
76	193	76
74	192	74
73	191	73
71	191	71
69	190	69
67	189	67
65	189	65
63	188	63
62	188	62
60	187	60
58	186	58
56	186	56
54	185	54
53	184	53
51	184	51
49	183	49
47	183	47
45	182	45
44	181	44
42	181	42
40	180	40
