Foci area 	 Abs Foci_A in Membr_A 	 Abs Foci_A in Cyto_A 	 Avg Int signal 	 Eccentricity 	 Distance from cell Center 	 Length cell it belongs 	 
350.000000	0.674286	0.325714	596.000000	0.921668	0.000000	33.306350		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3366.000000	4272.000000	3300.000000	2200.000000	1340.000000	1160.000000	1470.000000	2764.000000	3968.000000	4308.000000	3242.000000	1274.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
368.000000	0.706522	0.293478	1368.000000	0.935443	0.000000	35.569633		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1618.000000	2880.000000	3470.000000	2786.000000	1796.000000	976.000000	884.000000	1344.000000	2012.000000	3064.000000	3682.000000	2722.000000	1476.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
573.000000	0.717277	0.282723	592.000000	0.966688	0.156572	56.405956		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1074.000000	1398.000000	1402.000000	972.000000	972.000000	784.000000	656.000000	876.000000	1150.000000	1312.000000	1002.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
457.000000	0.665208	0.334792	1670.000000	0.958567	0.000000	45.489473		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2082.000000	1932.000000	1140.000000	702.000000	702.000000	772.000000	1362.000000	2374.000000	2210.000000	1028.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
552.000000	0.655797	0.344203	1180.000000	0.959345	0.000000	51.356338		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2270.000000	2352.000000	1780.000000	954.000000	790.000000	962.000000	1072.000000	1628.000000	2362.000000	2252.000000	1574.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
365.000000	0.679452	0.320548	1544.000000	0.919529	0.000000	34.666743		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1746.000000	2080.000000	1766.000000	1058.000000	740.000000	608.000000	670.000000	854.000000	1264.000000	1802.000000	2238.000000	2256.000000	2130.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
332.000000	0.707831	0.292169	530.000000	0.910777	0.000000	31.650394		0.000000	0.000000	0.000000	0.000000	0.000000	4780.000000	7602.000000	8048.000000	4714.000000	4714.000000	2942.000000	1762.000000	1836.000000	2656.000000	4428.000000	6590.000000	7278.000000	5704.000000	2198.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
332.000000	0.704819	0.295181	474.000000	0.913534	0.000000	32.584298		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2634.000000	4212.000000	4594.000000	4594.000000	3248.000000	2244.000000	1616.000000	1428.000000	1706.000000	2842.000000	3784.000000	4178.000000	2924.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
409.000000	0.643032	0.356968	1282.000000	0.941252	0.000000	38.214951		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3166.000000	3768.000000	2300.000000	1206.000000	972.000000	1382.000000	1772.000000	2886.000000	2670.000000	1164.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
382.000000	0.709424	0.290576	1090.000000	0.937338	0.000000	37.386807		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1580.000000	2262.000000	1936.000000	1466.000000	984.000000	762.000000	754.000000	1006.000000	1360.000000	1506.000000	1768.000000	1494.000000	1022.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
